,index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
178,179,Yellow Balm,Beauty & Hygiene,Health & Medicine,Siang Pure,195.0,195.0,Everyday Medicine,,"Siang Pure is premium International Brand for Herbal Natural Medicinal products made in Thailand since 1958 at the state of the Art Plant located in Bangkok to produce various products of Ancient Chinese Wisdom for Natural Cure based on the principles of self-healing. The Essence of Chinese Medicine is to maintain (Balance of Life) including that of the Body and External Nature as well as the internal balance of all Organs. Each Herbal ingredient works together to maximise the healing effects of One another mainly to improve blood circulation. Siang Pure Products are used by millions of customers in worldwide to get relief from Headache, Motion Sickness, Dizziness, Coughing (Throat Irritation), Nasal Congestion from Flu, Allergy, Sinus & Asthma, Stomach-ache, Gastric Distension, Insect Bites, Joint and Muscle Pain, Shoulder & Back Pain or Cramp etc without any side effects and now distributed in India by Hello Ten Brands Pvt. Ltd.,"
179,180,"LED Bulb - 12 Watt, Cool Daylight, B22 Base","Kitchen, Garden & Pets",Appliances & Electricals,AGARO,159.0,260.0,CFL & Led Bulbs,4.0,"High-Quality Bright Light: Glows with 80 CRI for better colour retention, giving the true colour effect more accurate.Economical: Consumes less energy thus saving 85% electricity bill compared to incandescent bulbs. Long Lasting: Lasts 10X longer than incandescent bulbs.No Visible Flickering: The right light enables you to experience flicker-free lighting and does away with physical discomfort to the eyes. Select LED bulbs with a lower Flicker Index and SVM less than 1.3.Glare Reduction Surface: Brightness of lamps can cause excessive sensitivity to the eyes. But the right light provides more comfort to the eyes, physical ease and relaxation when looking directly at them. Eye Safety Compliance: The right light is tested and certified to ensure the light is as safe to the eyes as any other artificial light source. LED products provide the right light for all your needs. Colour Temperature: Gives output colour temperature of 6500K for comfortable vision. Instant Start: Illuminates within a second at the flip of a switch."
180,181,Coriander Leaves 100 g + Garlic 250 g + Ginger 250 g + Chilli Green Long 250 g,Fruits & Vegetables,Herbs & Seasonings,Fresho,81.06,109.38,Indian & Exotic Herbs,,"Coriander leaves are green, fragile with a decorative appearance. They contain minimal aroma and have a spicy-sweet taste. Now do not bother wasting time cutting off the roots as we value your money and time and provide you with the freshest leafy edible parts.Do not forget to check our delicious recipe - https://www.bigbasket.com/cookbook/recipes/33/green-chutney/ Garlic is made of several heads wrapped in thin whitish layers. They are firm and have a mild flavour. Once crushed, they emit a strong and pungent aroma.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/819/pull-apart-cheese-garlic-bread/ Firm and fibrous ginger roots are stretched with multiple fingers that have light to dark tan skin and rings on it and is aromatic, spicy and pungent. The flavour gets intensified when the ginger is dried and lessens when cooked.Do not forget to check out our delicious recipe- https://www.bigbasket.com/cookbook/recipes/232/chinese-white-sauce/ Green chillis are the best kitchen ingredient to bring a dash of spiciness to recipes. The fresh flavour and sharp bite make them a must in almost all Indian dishes. This particular green chilli variety is big."
181,182,Jaggery/Bella Powder - Pesticide Free,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Safe Harvest,56.0,70.0,Sugar & Jaggery,3.9,"Safe Harvest Jaggery Powder is made in the traditional way from molasses from cane juice, which is slow cooked to deliver a rich, nutrient dense goodness all the way from Uttarakhand to you. With minimal processing and no bleaching, it is packed with beneficial vitamins and minerals like Iron, Calcium, Potassium and Zinc important for bone density, immunity boosting and reproductive health.  Available in versatile powdered form, it can be used in a wide variety of sweet preparations as a healthy substitute to white sugar.  Transfer to a clean airtight container after opening the packet to avoid lumps.  All Safe Harvest products are cultivated completely devoid of synthetic chemical pesticides."
182,183,Ready Masala - Kashmiri Meat,"Foodgrains, Oil & Masala",Masalas & Spices,Kohinoor,19.0,20.0,Blended Masalas,4.2,"This flavorful delicacy is the pride of Kashmir and one of the main dishes of the famous Kashmiri Wazwan, known for its heavenly taste and aromatic gravy, this dish is full of flavours and should not be missed by any meat lover. It won’t be untrue to say that if there’s a dish that tastes like heaven then this is it!"
183,184,"Water Saving Aerator, Switch",Cleaning & Household,All Purpose Cleaners,ECO365,509.0,509.0,"Kitchen, Glass & Drain",,"Eco365 presents water saving aerator for kitchen & washbasin tap. Its flow rate is as per green building norms. It is designed with a flow rate of 3 litres per minute to cut down on unnecessary water consumption. Regular pre-installed aerators on taps dispense much more water than actually required. Eco365 water saving aerator can reduce this water wastage by up to 80%. In a years time, an Eco365 aerator installed tap could save approx. 40000 litres of fresh water. Water saved is water earned. Measure your tap's opening before ordering. Tap aerators might be small but are one of the most essential parts of any tap set up. Covert your existing water taps into water-saving taps with Eco365 Aerator!"
184,185,Lemongrass Anti-Pigmentation Massage Cream,Beauty & Hygiene,Skin Care,Vaadi,148.5,165.0,Face Care,,"A super-rich mixture of various essential oils, this massage cream leaves your skin feeling super soft, supple & refreshed. Nutrient-rich Lemongrass & Cedarwood penetrate into the deeper layers of the skin granting health to the cells and fading away blemishes & marks. It makes your skin clear & vibrant."
185,186,Breakfast Mix - Finger Millet Ragi Idli,Snacks & Branded Foods,Ready To Cook & Eat,GoodDiet,119.0,149.0,Breakfast & Snack Mixes,4.2,"Ragiidli is a delicious savoury breakfast made from premium quality finger millets. It is extremely healthy, easily digestible and very nutritious. This ready-to-cook breakfast mix also contains sooji, which has a low glycemic index and that makes it a recommended food for diabetics. The high amount of dietary fiber in ragi keeps the stomach full for longer and prevents unwanted cravings. Upgrade your lifestyle by inviting more healthy foods into your kitchen."
186,187,Herbal Wine Grapefruit Lip Balm,Beauty & Hygiene,Skin Care,Khadi Natural,99.0,99.0,Lip Care,4.4,"Wine grapefruit lip balm is made with nutritious grapefruit seed oil, bursting with powerful vitamins. It refreshes your lips with a sweet hint of citrus and nourishes with vitamin c and softened and lustrous lips."
187,188,Masala Upma,Snacks & Branded Foods,Ready To Cook & Eat,MOM Meal of the Moment,20.0,20.0,Heat & Eat Ready Meals,3.4,Wholesome meal that tastes just like home food. Just add hot water. No preservatives
188,189,Maharishi Ayurveda Ayush Kwath,Beauty & Hygiene,Health & Medicine,Maharishi Ayurveda ,165.0,165.0,Ayurveda,,"Maharishi Ayurveda Ayush Kwath is a special Ayurvedic formulation made with herbs that act as an immunity booster. It helps in Fighting Infections. It is  Antibacterial, Anti Viral, and supports prana and Udana. Ayush Kwath is a scientifically proven natural supplement that has everything that your body needs to fight germs in a healthier way. This special Ayurvedic formula is scientifically researched and combines years of ayurvedic knowledge along with the world’s best herbs and other natural ingredients to provide the immune system with everything it needs. It can be sipped like tea or kadha and can be customized according to individual taste by adding Gud, lemon juice etc. Give a boost to your Immune system with this Scientifically proven Ayurvedic Kwath formula. Maharishi Ayurveda Ayush kwath is an Ayurvedic formula that helps in building your Immune system from within. This formulation is  Antibacterial, Anti Viral, and supports prana and Udana, thereby strengthening the body’s immune system. This is a simple technique to make your immunity strong. You just need to sip this kadha on a daily basis. In no time, you will feel the difference in your Immune system. Ayush Kwath comes in powder form and can be used daily to make your Immunity building Kadha. Made with organically produced herbs that are scientifically researched. It can be sipped like tea or kadha and can be customized according to individual taste by adding Gud, lemon juice etc."
189,190,Svachh Nakshtra Steel Inner Lid Pressure Cooker (20257),"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2369.0,2780.0,Pressure Cookers,,Bring home a cooker that helps you keep the kitchen clean and safe. The Nakshatra Plus Svachh Pressure Cooker comes with a unique lid that contains any spillage that might occur during the course of cooking and prevents the messy liquid from dripping down.
190,191,Chicken Liver Gourmet Loaf With Pumpkin - Super Food,"Kitchen, Garden & Pets",Pet Food & Accessories,Kennel kitchen ,150.0,150.0,Pet Meals & Treats,,Natural food for dogs. Suitable for both adult and puppies. Preservative-free contains superfood pumpkin. Good for hydration. Suitable for all ages and sizes above 3 months of age. Suitable for both adult and puppies.
191,192,Bath & Body Oil - Oriental Spicy Rose,Beauty & Hygiene,Skin Care,Oriental Botanics,699.0,699.0,Aromatherapy,2.0,"Introducing the Oriental Botanics Bath and Body Oil - A botanical delicately scented Body Oil making it the best Oil for skin - a light natural oil that penetrates your skin cells to moisturize and provides a soothing topical barrier without clogging pores which leaving skin feeling hydrated and enriched. This product is uniquely blended with the high quality of 100% natural base oils of Sweet Almond, Avocado, Soya bean, Apricot, Jojoba and Grapeseed Oil. This light and non-greasy oil will be quickly absorbed and leaves only a comfortable feeling. Your skin will be soft and smooth after relaxing with Green Tea and Basil bath and body oil."
192,193,"Specialist Skin Care Oil - Scars, Stretch Mark, Ageing, Uneven Skin Tone",Beauty & Hygiene,Skin Care,Bio-Oil,333.0,450.0,Body Care,4.2,"Bio-Oil Skincare Oil is made for all skin types, this skincare oil can be used to help reduce the appearance of stretch marks, scars, and other marks due to surgery, injury, acne, aging, pregnancy, and more. Its fast-absorbing, non-comedogenic formula won't clog pores. It helps the skin to retain essential moisture to soften skin and provide dry skin relief. It's truly a multiuse oil that's recommended by skincare specialists across the world. Its unique formulation, which contains Vitamins and plant extracts along with the breakthrough ingredient PurCellin Oil™ is highly effective and clinically proven."
193,194,Brioche,"Bakery, Cakes & Dairy",Gourmet Breads,The Baker's Dozen,155.0,155.0,Gourmet Bread,4.4,"Loaded with butter (mind it, not margarine or vanaspati), try me for breakfast, as a desi €˜bun maska€™ or a French toast and start your day on a sweet note"
194,195,Onion - Rings,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,75.0,75.0,"Healthy, Baked Snacks",,"Miaow Miaow Onion Rings: Ingredients: Corn Grits, Palm Oil, Contain Onion Seasoning, Flavouring Substance, Sugar, Salt and Contains Anti Caking, Food Conditioner."
195,196,Cotton Mop With Telescopic Handle 150 Cm,Cleaning & Household,"Mops, Brushes & Scrubs",York,558.0,620.0,"Mops, Wipers",,"York is a Leading European manufacturer of household cleaning products. The mop consists of many highest quality cotton strings, ideal for cleaning various surfaces such as tiles and laminated floors. The thick thread is produced from an exceptionally durable material and comes with a telescopic handle."
196,197,Kale,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,10.0,12.5,Organic Vegetables,,"Kale is a crisp and hearty vegetable, with a hint of earthiness. Kale is considered a superfood (meaning it is nutrient-dense while being very low in calories) and packs more nutrition than almost any other whole food.1? Like other dark green leafy vegetables, kale is high in calcium, beta-carotene, and vitamin C, but surpasses other greens with its skyrocketing levels of vitamins A and K."
197,198,"Notebook - Unruled, Long",Cleaning & Household,Stationery,Classmate,33.0,33.0,"Notebooks, Files, Folders",4.3,"Classmate Notebooks are made to the highest quality standards. Made from superior quality paper and pulp, the pages are whiter, brighter and smoother. The superior cut and excellent finish ensure the pages are in perfect alignment without any folded corners. The superior binding strength and wrapper lamination make them as durable as ever. These notebooks come with a wide variety of covers with activities and trivias to make every classmate notebook unique in its own way."
198,199,Instant Noodles - Soy & Vinegar,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,67.5,75.0,Imported Noodles,3.6,"Contains Anthocyanins, Rich in Natural Antioxidants, Non-Fried, No MSG, No Preservatives, No Artificial Colouring, No Trans Fat"
199,200,Gluten-Free Quinoa Flour,Gourmet & World Food,Cooking & Baking Needs,Graminway,378.0,378.0,Flours & Pre-Mixes,3.7,"Quinoa Flour is produced from Quinoa (kin-wah) which is a grain-like crop derived from South America. Quinoa provides protein, dietary fibre, B vitamins, and dietary minerals in rich amounts above those of wheat, corn, rice, or oats. It is gluten-free. Quinoa can be eaten as a rice replacement, as a hot breakfast cereal. Quinoa flour can be mixed with maize or wheat flour for making bread and pasta, and it is used for making or baking biscuits, cakes, and pastries in general."
